description,name,Nro de Inscripción,CUIT,Domicilio,Localidad,Provincia,Código Postal,Referente y Cargo,Teléf. de Contacto,E-Mail de contacto,WEB,Perfil de Facebook,Twitter,Programas,capa,Oeste,Sur,geometry
"Nro de Inscripción: 37<br>CUIT: 30-70806026-3<br>Domicilio: Colectora Ruta 168 - Paraje El Pozo s/n<br>Localidad: Santa Fe<br>Provincia: Santa Fe<br>Código Postal: 3000<br>Referente y Cargo: Cellino, Amadeo / Malizia, Rubén Gerente General Parque Tecnológico del Litoral Centro SAPEM / Coordinador Incubadora de EBTs<br>Teléf. de Contacto: 0342-155382444/ 156308927 0342 4511547 interno 1402/ 1410/1420<br>E-Mail de contacto: rmalizia@santafe-conicet.gov.ar<br>WEB: www.ptlc.org.ar<br>Perfil de Facebook: https://www.facebook.com/PTLCSANTAFE?fref=nf<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -60.667493<br>Sur: -31.637352",PARQUE TECNOLÓGICO LITORAL DEL CENTRO SAPEM,37,30-70806026-3,Colectora Ruta 168 - Paraje El Pozo s/n,Santa Fe,Santa Fe,3000,"Cellino, Amadeo / Malizia, Rubén Gerente General Parque Tecnológico del Litoral Centro SAPEM / Coordinador Incubadora de EBTs",0342-155382444/ 156308927 0342 4511547 interno 1402/ 1410/1420,rmalizia@santafe-conicet.gov.ar,www.ptlc.org.ar,https://www.facebook.com/PTLCSANTAFE?fref=nf,,INCUBADORA PAC y Fondo Semilla,incubadora,-60.667493,-31.637352,"<Point><coordinates>-60.667493,-31.637352,0.0</coordinates></Point>"
Nro de Inscripción: 28<br>CUIT: 30-65941461-5<br>Domicilio: Av. San Juan 960 Planta Baja<br>Localidad: CABA<br>Provincia: CABA<br>Código Postal: C1147AAU<br>Referente y Cargo: Arq. Cecilia Amstutz Secretaria de Transferencia<br>Teléf. de Contacto: (011) 4363-3500 int 2870<br>E-Mail de contacto: cecilia.amstutz@uai.edu.ar<br>WEB: www.uai.edu.ar<br>Perfil de Facebook: https://www.facebook.com/uai.elfuturososvos/<br>Twitter: https://twitter.com/uainow?lang=es<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.379399<br>Sur: -34.622037,UAI (Universidad Abierta Interamericana),28,30-65941461-5,Av. San Juan 960 Planta Baja,CABA,CABA,C1147AAU,Arq. Cecilia Amstutz Secretaria de Transferencia,(011) 4363-3500 int 2870,cecilia.amstutz@uai.edu.ar,www.uai.edu.ar,https://www.facebook.com/uai.elfuturososvos/,https://twitter.com/uainow?lang=es,INCUBADORA PAC y Fondo Semilla,incubadora,-58.379399,-34.622037,"<Point><coordinates>-58.379399,-34.622037,0.0</coordinates></Point>"
"Nro de Inscripción: 19<br>CUIT: 30-71058979-4<br>Domicilio: Ruta Nacional n°9 551,5<br>Localidad: Villa Maria<br>Provincia: Córdoba<br>Código Postal: 5900<br>Referente y Cargo: Alejandra Barbero Gerente del Parque Industrial y Tecnologico de Villa Maria<br>Teléf. de Contacto: 353-4618698<br>E-Mail de contacto: parque.industrial@villamaria.gob.ar<br>WEB: www.http://parqueindustrial.villamaria.gob.ar/<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC<br>Oeste: -63.243357<br>Sur: -32.406005",Parque Industrial y Tecnologico de Villa Maria s.e.m,19,30-71058979-4,"Ruta Nacional n°9 551,5",Villa Maria,Córdoba,5900,Alejandra Barbero Gerente del Parque Industrial y Tecnologico de Villa Maria,353-4618698,parque.industrial@villamaria.gob.ar,www.http://parqueindustrial.villamaria.gob.ar/,,,INCUBADORA PAC,incubadora,-63.243357,-32.406005,"<Point><coordinates>-63.243357,-32.406005,0.0</coordinates></Point>"
Nro de Inscripción: 77<br>CUIT: 30-67345728-9<br>Domicilio: Belgrano 498<br>Localidad: Naschel<br>Provincia: San Luis<br>Código Postal: 5759<br>Referente y Cargo: Marina Garro Responsable Técnico<br>Teléf. de Contacto: Tel.: 02656491025 Cel.: 2664858839<br>E-Mail de contacto: marina.garro.naschel@gmail.com<br>WEB: www.naschel.gov.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.375195<br>Sur: -32.915403,Municipalidad de Naschel - Naschel Incuba,77,30-67345728-9,Belgrano 498,Naschel,San Luis,5759,Marina Garro Responsable Técnico,Tel.: 02656491025 Cel.: 2664858839,marina.garro.naschel@gmail.com,www.naschel.gov.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.375195,-32.915403,"<Point><coordinates>-65.375195,-32.915403,0.0</coordinates></Point>"
Nro de Inscripción: 27<br>CUIT: 30-70971338-4<br>Domicilio: Ricardo Gutierrez 974<br>Localidad: San Salvador de Jujuy<br>Provincia: Jujuy<br>Código Postal: 4600<br>Referente y Cargo: Marcelo Vasquez Director<br>Teléf. de Contacto: Fijo: 0388 431-1001 Celular: 0388 500-6129<br>E-Mail de contacto: marcelo.vasquez@softlogia.com<br>WEB: www.softlogia.com<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.282985<br>Sur: -24.197931,Softlogia SRL,27,30-70971338-4,Ricardo Gutierrez 974,San Salvador de Jujuy,Jujuy,4600,Marcelo Vasquez Director,Fijo: 0388 431-1001 Celular: 0388 500-6129,marcelo.vasquez@softlogia.com,www.softlogia.com,,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.282985,-24.197931,"<Point><coordinates>-65.282985,-24.197931,0.0</coordinates></Point>"
"Nro de Inscripción: 6<br>CUIT: 30-70474398-6<br>Domicilio: Reconquista 468 Piso 7º<br>Localidad: CABA<br>Provincia: CABA<br>Código Postal: 1003<br>Referente y Cargo: Castillo Hidalgo, Julio César ANALISTA JR/EVALUADOR DE PROYECTOS<br>Teléf. de Contacto: 5129-5833 - Interno 3302<br>E-Mail de contacto: jcastillo@bancocredicoop.coop<br>WEB: www.fundacioncredicoop.com.ar<br>Perfil de Facebook: www.facebook.com/fundacionbancocredicoop<br>Twitter: https://twitter.com/FBCredicoop<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.372498<br>Sur: -34.602387",Fundación Banco Credicoop,6,30-70474398-6,Reconquista 468 Piso 7º,CABA,CABA,1003,"Castillo Hidalgo, Julio César ANALISTA JR/EVALUADOR DE PROYECTOS",5129-5833 - Interno 3302,jcastillo@bancocredicoop.coop,www.fundacioncredicoop.com.ar,www.facebook.com/fundacionbancocredicoop,https://twitter.com/FBCredicoop,INCUBADORA PAC y Fondo Semilla,incubadora,-58.372498,-34.602387,"<Point><coordinates>-58.372498,-34.602387,0.0</coordinates></Point>"
"Nro de Inscripción: 25<br>CUIT: 30-54667062-3<br>Domicilio: Haya de la Torre s/n Pabellón Argentina<br>Localidad: Córdoba<br>Provincia: Córdoba<br>Código Postal: 5016<br>Referente y Cargo: Franco Francisca Subsecretario de Innovación, Transferencia y Vinculación Tecnológica<br>Teléf. de Contacto: 0351-5353756<br>E-Mail de contacto: acolombo@secyt.unc.edu.ar<br>WEB: http://www.incubadoradeempresas.unc.edu.ar/<br>Perfil de Facebook: https://www.facebook.com/IncubadoraUNC<br>Twitter: @IncubadoraUNC<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -64.188944<br>Sur: -31.438753",Incubadora de Empresas de la Universidad Nacional de Córdoba,25,30-54667062-3,Haya de la Torre s/n Pabellón Argentina,Córdoba,Córdoba,5016,"Franco Francisca Subsecretario de Innovación, Transferencia y Vinculación Tecnológica",0351-5353756,acolombo@secyt.unc.edu.ar,http://www.incubadoradeempresas.unc.edu.ar/,https://www.facebook.com/IncubadoraUNC,@IncubadoraUNC,INCUBADORA PAC y Fondo Semilla,incubadora,-64.188944,-31.438753,"<Point><coordinates>-64.188944,-31.438753,0.0</coordinates></Point>"
Nro de Inscripción: 72<br>CUIT: 30-68995755-9<br>Domicilio: Av. Luro 3030<br>Localidad: Mar del Plata<br>Provincia: BUENOS AIRES<br>Código Postal: 7600<br>Referente y Cargo: Raul E Lamacchia Presidente<br>Teléf. de Contacto: 2234997769<br>E-Mail de contacto: centropyme@ucip.org.ar<br>WEB: www.ucip.org.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -57.550515<br>Sur: -37.996425,FUNDACION CENTRO DE DESARROLLO EMPRESARIAL DE MAR DEL PLATA,72,30-68995755-9,Av. Luro 3030,Mar del Plata,BUENOS AIRES,7600,Raul E Lamacchia Presidente,2234997769,centropyme@ucip.org.ar,www.ucip.org.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-57.550515,-37.996425,"<Point><coordinates>-57.550515,-37.996425,0.0</coordinates></Point>"
Nro de Inscripción: 62<br>CUIT: 30-71464229-0<br>Domicilio: Juan de San Martin 1185<br>Localidad: Grand Bourg<br>Provincia: Buenos Aires<br>Código Postal: 1615<br>Referente y Cargo: Guillermo Isaac Greig Presidente<br>Teléf. de Contacto: 02320 3974 5569 11 5451 3372<br>E-Mail de contacto: isaac.greig@gmail.com<br>WEB: en desarrollo<br>Perfil de Facebook: Movimiento Desarrollo Cristiano<br>Twitter: -<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.722788<br>Sur: -34.496382,Asocación Civil Organización Cristiana Jesús es Vida,62,30-71464229-0,Juan de San Martin 1185,Grand Bourg,Buenos Aires,1615,Guillermo Isaac Greig Presidente,02320 3974 5569 11 5451 3372,isaac.greig@gmail.com,en desarrollo,Movimiento Desarrollo Cristiano,-,INCUBADORA PAC y Fondo Semilla,incubadora,-58.722788,-34.496382,"<Point><coordinates>-58.722788,-34.496382,0.0</coordinates></Point>"
Nro de Inscripción: 49<br>CUIT: 30-70363915-8<br>Domicilio: San Martín Nº 662 -- Casa 1<br>Localidad: San Salvador de Jujuy<br>Provincia: Jujuy<br>Código Postal: 4600<br>Referente y Cargo: Dr. Roberto Angel Muhana (MBA) Rector<br>Teléf. de Contacto: 0388 423 5515 (Fundación Cerro Azul) 54 388 4 624515 (Personal)<br>E-Mail de contacto: ramuhana@hotmail.com<br>WEB: www.icadejujuy.edu.ar<br>Perfil de Facebook: Icadejujuy<br>Twitter: @icadejujuy<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.302258<br>Sur: -24.186691,Instituto Superior de Capacitación y Desarrollo Empresarial - ICADE,49,30-70363915-8,San Martín Nº 662 -- Casa 1,San Salvador de Jujuy,Jujuy,4600,Dr. Roberto Angel Muhana (MBA) Rector,0388 423 5515 (Fundación Cerro Azul) 54 388 4 624515 (Personal),ramuhana@hotmail.com,www.icadejujuy.edu.ar,Icadejujuy,@icadejujuy,INCUBADORA PAC y Fondo Semilla,incubadora,-65.302258,-24.186691,"<Point><coordinates>-65.302258,-24.186691,0.0</coordinates></Point>"
Nro de Inscripción: 22<br>CUIT: 30-68525606-8<br>Domicilio: Av. San Martín 2921 segundo Centro de Innovación y Desarrollo de Empresas y Organizaciones (CIDEM)<br>Localidad: Caseros<br>Provincia: Buenos Aires<br>Código Postal: B1678CQF<br>Referente y Cargo: Lic. Marcela Adriana Ricosta Coordinadora del Gabinete Emprendedor.<br>Teléf. de Contacto: 4759-9810/6686<br>E-Mail de contacto: mricosta@untref.edu.ar<br>WEB: www.untref.edu.ar<br>Perfil de Facebook: https://www.facebook.com/cidem.untref?fref=ts<br>Twitter: @cidemuntref<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.562389<br>Sur: -34.609350,UNIVERSIDAD NACIONAL DE TRES DE FEBRERO -UNTREF-,22,30-68525606-8,Av. San Martín 2921 segundo Centro de Innovación y Desarrollo de Empresas y Organizaciones (CIDEM),Caseros,Buenos Aires,B1678CQF,Lic. Marcela Adriana Ricosta Coordinadora del Gabinete Emprendedor.,4759-9810/6686,mricosta@untref.edu.ar,www.untref.edu.ar,https://www.facebook.com/cidem.untref?fref=ts,@cidemuntref,INCUBADORA PAC y Fondo Semilla,incubadora,-58.562389,-34.60935,"<Point><coordinates>-58.562389,-34.60935,0.0</coordinates></Point>"
Nro de Inscripción: 102<br>CUIT: 30-99916956-9<br>Domicilio: Calle La Argentina 600/ Anexo I//Bloque II<br>Localidad: Tunuyan<br>Provincia: Mendoza<br>Código Postal: 5560<br>Referente y Cargo: Abadia Hector Gerente de la Incubadora<br>Teléf. de Contacto: 2622-424003 2622-15469284<br>E-Mail de contacto: tunuyanincuba@tunuyan.gov.ar<br>WEB: http://www.tunuyan.gov.ar/<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -69.025848<br>Sur: -33.589745,Tunuyan Incuba,102,30-99916956-9,Calle La Argentina 600/ Anexo I//Bloque II,Tunuyan,Mendoza,5560,Abadia Hector Gerente de la Incubadora,2622-424003 2622-15469284,tunuyanincuba@tunuyan.gov.ar,http://www.tunuyan.gov.ar/,,,INCUBADORA PAC y Fondo Semilla,incubadora,-69.025848,-33.589745,"<Point><coordinates>-69.025848,-33.589745,0.0</coordinates></Point>"
Nro de Inscripción: 7<br>CUIT: 30-66417781-8<br>Domicilio: Drago 45 2<br>Localidad: Bahía Blanca<br>Provincia: Buenos Aires<br>Código Postal: 8000<br>Referente y Cargo: Martín Virdis Coordinador Incubadora<br>Teléf. de Contacto: 0291-4562499<br>E-Mail de contacto: martinvirdis@gmail.com<br>WEB: https://servicios.uns.edu.ar/institucion/ver_contenidos.asp?cod_entidad=90&cod_contenido=299<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -62.260589<br>Sur: -38.724175,Fundación Universidad Nacional del Sur,7,30-66417781-8,Drago 45 2,Bahía Blanca,Buenos Aires,8000,Martín Virdis Coordinador Incubadora,0291-4562499,martinvirdis@gmail.com,https://servicios.uns.edu.ar/institucion/ver_contenidos.asp?cod_entidad=90&cod_contenido=299,,,INCUBADORA PAC y Fondo Semilla,incubadora,-62.260589,-38.724175,"<Point><coordinates>-62.260589,-38.724175,0.0</coordinates></Point>"
Nro de Inscripción: 78<br>CUIT: 30-71493825-4<br>Domicilio: Calle 42 1389 1º<br>Localidad: La Plata<br>Provincia: Buenos Aires<br>Código Postal: 1900<br>Referente y Cargo: Pablo Andrés Baldomá Jones Director<br>Teléf. de Contacto: 5.41E+11<br>E-Mail de contacto: pablo@lphub.co<br>WEB: www.lphub.co<br>Perfil de Facebook: https://www.facebook.com/laplatahub/<br>Twitter: https://twitter.com/lphub<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -57.973863<br>Sur: -34.923720,LA PLATA HUB,78,30-71493825-4,Calle 42 1389 1º,La Plata,Buenos Aires,1900,Pablo Andrés Baldomá Jones Director,541000000000,pablo@lphub.co,www.lphub.co,https://www.facebook.com/laplatahub/,https://twitter.com/lphub,INCUBADORA PAC y Fondo Semilla,incubadora,-57.973863,-34.92372,"<Point><coordinates>-57.973863,-34.92372,0.0</coordinates></Point>"
Nro de Inscripción: 20<br>CUIT: 30-54667116-6<br>Domicilio: 11 de April 0461<br>Localidad: Bahía Blanca<br>Provincia: Buenos Aires<br>Código Postal: 8000<br>Referente y Cargo: María Susana Porris Directora de Vinculación Tecnológica<br>Teléf. de Contacto: 0291 - 455 5220 int. 105 / Cel. 291-4027645<br>E-Mail de contacto: dvt@frbb.utn.edu.ar<br>WEB: www.frbb.utn.edu.ar<br>Perfil de Facebook: /DireccióndeVinculaciónTecnológicaUTNFRBB<br>Twitter: Dvt_utn_frbb<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -62.264412<br>Sur: -38.710318,Universidad Tecnológica Nacional - Facultad Regional Bahía Blanca,20,30-54667116-6,11 de April 0461,Bahía Blanca,Buenos Aires,8000,María Susana Porris Directora de Vinculación Tecnológica,0291 - 455 5220 int. 105 / Cel. 291-4027645,dvt@frbb.utn.edu.ar,www.frbb.utn.edu.ar,/DireccióndeVinculaciónTecnológicaUTNFRBB,Dvt_utn_frbb,INCUBADORA PAC y Fondo Semilla,incubadora,-62.264412,-38.710318,"<Point><coordinates>-62.264412,-38.710318,0.0</coordinates></Point>"
Nro de Inscripción: 40<br>CUIT: 30-71459397-4<br>Domicilio: Diego de Villarroel 89 - -<br>Localidad: San Miguel de Tucuman<br>Provincia: Tucumán<br>Código Postal: 4000<br>Referente y Cargo: Ana Cristina Teran Presidente<br>Teléf. de Contacto: 0381- 4258805<br>E-Mail de contacto: tucuman@inicia.org.ar<br>WEB: www.inicia.org.ar<br>Perfil de Facebook: inicia-tucuman<br>Twitter: -<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.171275<br>Sur: -26.821088,INICIA Tucumán,40,30-71459397-4,Diego de Villarroel 89 - -,San Miguel de Tucuman,Tucumán,4000,Ana Cristina Teran Presidente,0381- 4258805,tucuman@inicia.org.ar,www.inicia.org.ar,inicia-tucuman,-,INCUBADORA PAC y Fondo Semilla,incubadora,-65.171275,-26.821088,"<Point><coordinates>-65.171275,-26.821088,0.0</coordinates></Point>"
Nro de Inscripción: 59<br>CUIT: 33-64873846-9<br>Domicilio: Paysandú 752<br>Localidad: Caballito<br>Provincia: CABA<br>Código Postal: 1405<br>Referente y Cargo: Jorge Herkovits Presidente<br>Teléf. de Contacto: (011)44321111<br>E-Mail de contacto: vinculacion@fundacionprosama.org.ar<br>WEB: www.fundacionprosama.org.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.451196<br>Sur: -34.615005,Fundación PROSAMA (PRO SALUD Y MEDIO AMBIENTE),59,33-64873846-9,Paysandú 752,Caballito,CABA,1405,Jorge Herkovits Presidente,(011)44321111,vinculacion@fundacionprosama.org.ar,www.fundacionprosama.org.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.451196,-34.615005,"<Point><coordinates>-58.451196,-34.615005,0.0</coordinates></Point>"
Nro de Inscripción: 52<br>CUIT: 30-71516041-9<br>Domicilio: San Martin 623 8 3<br>Localidad: San Miguel de Tucumán<br>Provincia: Tucumán<br>Código Postal: 4000<br>Referente y Cargo: Pablo Mirande Relaciones Institucioanles<br>Teléf. de Contacto: 3815403780<br>E-Mail de contacto: pablomirande@gmail.com<br>WEB: http://www.desarrollodetucuman.org/<br>Perfil de Facebook: https://www.facebook.com/Fundaci%C3%B3n-para-el-Desarrollo-de-Tucum%C3%A1n-1122810724403631/<br>Twitter: No<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.206280<br>Sur: -26.829228,Fundación para el Desarrollo de Tucumán,52,30-71516041-9,San Martin 623 8 3,San Miguel de Tucumán,Tucumán,4000,Pablo Mirande Relaciones Institucioanles,3815403780,pablomirande@gmail.com,http://www.desarrollodetucuman.org/,https://www.facebook.com/Fundaci%C3%B3n-para-el-Desarrollo-de-Tucum%C3%A1n-1122810724403631/,No,INCUBADORA PAC y Fondo Semilla,incubadora,-65.20628,-26.829228,"<Point><coordinates>-65.20628,-26.829228,0.0</coordinates></Point>"
"Nro de Inscripción: 48<br>CUIT: 33-71248521-9<br>Domicilio: San Juan 4207, esquina Belisario Roldan San Juan 4207, esquina Belisario Roldan -<br>Localidad: San Miguel de Tucumán<br>Provincia: Tucumán<br>Código Postal: 4000<br>Referente y Cargo: Rivas, Omar Director General<br>Teléf. de Contacto: #ERROR!<br>E-Mail de contacto: oarivas@gmail.com // natalia.gimenez@sysnoagroup.com.ar<br>WEB: www.aetti.org/hub<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.207611<br>Sur: -26.823731",AETTI -asociacion de empresas tucumanas de tecnologia de la informacion-,48,33-71248521-9,"San Juan 4207, esquina Belisario Roldan San Juan 4207, esquina Belisario Roldan -",San Miguel de Tucumán,Tucumán,4000,"Rivas, Omar Director General",#ERROR!,oarivas@gmail.com // natalia.gimenez@sysnoagroup.com.ar,www.aetti.org/hub,,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.207611,-26.823731,"<Point><coordinates>-65.207611,-26.823731,0.0</coordinates></Point>"
Nro de Inscripción: 11<br>CUIT: 30-68734981-0<br>Domicilio: Tunuyan 472<br>Localidad: Palpala<br>Provincia: Jujuy<br>Código Postal: 4612<br>Referente y Cargo: Elsa Esther Pereyra Presidente<br>Teléf. de Contacto: 3884271157<br>E-Mail de contacto: presidente@nuevagestion.org.ar<br>WEB: www.nuevagestion.org.ar<br>Perfil de Facebook: https://www.facebook.com/fundacion.gestion/<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.214701<br>Sur: -24.257937,Nueva Gestión Fundación para el Desarrollo Social,11,30-68734981-0,Tunuyan 472,Palpala,Jujuy,4612,Elsa Esther Pereyra Presidente,3884271157,presidente@nuevagestion.org.ar,www.nuevagestion.org.ar,https://www.facebook.com/fundacion.gestion/,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.214701,-24.257937,"<Point><coordinates>-65.214701,-24.257937,0.0</coordinates></Point>"
Nro de Inscripción: 66<br>CUIT: 30-71142377-6<br>Domicilio: 3 de February 2481<br>Localidad: Rosario<br>Provincia: Santa Fe<br>Código Postal: 2000<br>Referente y Cargo: Beatriz Razzetti Presidenta<br>Teléf. de Contacto: 0341 4406086<br>E-Mail de contacto: bearazzetti1@hotmail.com<br>WEB: www.microban.com.ar<br>Perfil de Facebook: Cooperativa Microban<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -60.658679<br>Sur: -32.949430,Cooperativa de Trabajo Microban Ltda,66,30-71142377-6,3 de February 2481,Rosario,Santa Fe,2000,Beatriz Razzetti Presidenta,0341 4406086,bearazzetti1@hotmail.com,www.microban.com.ar,Cooperativa Microban,,INCUBADORA PAC y Fondo Semilla,incubadora,-60.658679,-32.94943,"<Point><coordinates>-60.658679,-32.94943,0.0</coordinates></Point>"
Nro de Inscripción: 10<br>CUIT: 30-71501276-2<br>Domicilio: MORENO 515<br>Localidad: San Miguel de Tucumán<br>Provincia: Tucumán<br>Código Postal: 4000<br>Referente y Cargo: GANDUR JAVIER PRESIDENTE<br>Teléf. de Contacto: 0381-3479807<br>E-Mail de contacto: fundacionmiidea@gmail.com<br>WEB: http://www.mi-idea.com.ar/<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.200543<br>Sur: -26.839208,FUNDACION MI IDEA,10,30-71501276-2,MORENO 515,San Miguel de Tucumán,Tucumán,4000,GANDUR JAVIER PRESIDENTE,0381-3479807,fundacionmiidea@gmail.com,http://www.mi-idea.com.ar/,,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.200543,-26.839208,"<Point><coordinates>-65.200543,-26.839208,0.0</coordinates></Point>"
Nro de Inscripción: 8<br>CUIT: 30-70866613-7<br>Domicilio: N Sra del Buen Viaje sede Bs.As. Sede Jujuy Padilla s/nº Tilcara 1317 Morón Sede Tilcara Padilla s/nº Jujuy<br>Localidad: Moron<br>Provincia: Buenos Aires<br>Código Postal: 1708 Morón Tilcara 4624 Jujuy<br>Referente y Cargo: Nancy López Presidente<br>Teléf. de Contacto: 011-1552570009 o 0388-154042333<br>E-Mail de contacto: consultas@emprendedoresnorte.org.ar<br>WEB: www.emprendedoresnorte.org.ar<br>Perfil de Facebook: https://www.facebook.com/asociacionemprendedoresdelnorte/<br>Twitter: @empdelnorte<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.624446<br>Sur: -34.664751,Asociación Emprendedores del Norte,8,30-70866613-7,N Sra del Buen Viaje sede Bs.As. Sede Jujuy Padilla s/nº Tilcara 1317 Morón Sede Tilcara Padilla s/nº Jujuy,Moron,Buenos Aires,1708 Morón Tilcara 4624 Jujuy,Nancy López Presidente,011-1552570009 o 0388-154042333,consultas@emprendedoresnorte.org.ar,www.emprendedoresnorte.org.ar,https://www.facebook.com/asociacionemprendedoresdelnorte/,@empdelnorte,INCUBADORA PAC y Fondo Semilla,incubadora,-58.624446,-34.664751,"<Point><coordinates>-58.624446,-34.664751,0.0</coordinates></Point>"
