Categoría,description,Articulador,Provincia,Localidad,Email,Sitio Web,Dirección,Teléfono,latitude,longitude
Instituciones de Microcrédito,IM – Misiones – San Pedro,Jóvenes Urbanos y Rurales Organizados,Misiones,San Pedro,,,Pasaje Dornelles 469 - CP 1686 - San Pedro (Misiones),,-26.62179,-54.109801
Instituciones de Microcrédito,IM – Misiones – San Ignacio,Cooperativas de Trabajo de Turismo La Unión Ltda,Misiones,San Ignacio,claunionlimitada@yahoo.com.ar,,Urquiza 745 - CP 3322 - San Ignacio (Misiones),,-27.258707,-55.538925
Consejo Federal de Mayores,MAY – Río Negro – Viedma,Dirección de Adultos Mayores,Río Negro,Viedma,gecalvo@desarrollosocial.rionegro.gov.ar ,,Laprida 240 - CP 8500 - Viedma (Río Negro),(02920) 427508,-40.808869,-62.995229
Instituciones de Microcrédito,IM – Misiones – Caraguatay,Asociación Civil Nuestra Señora del Rosario,Misiones,Caraguatay,ch96rosario_crecer@hotmail.com,,Obrera 4737 - CP 3300 - Caraguatay (Misiones),,-26.612084,-54.73761
Instituciones de Microcrédito,IM – La Rioja – Chepes,"Asociación Civil Caminar de ayuda, fomento y capacitación",La Rioja,Chepes,gutierrezrafaela11@yahoo.com,,Av 9 de Julio 225 - CP 5470 - Chepes (La Rioja),(0381) 15402419,-31.336389,-66.591843
Instituciones de Microcrédito,IM – Neuquén – Neuquén,"Red Neuquén Nos Incluye ""OA Mutual de Trabajadores y Profesionales Sol de Mayo""",Neuquén,Neuquén,mutualsoldemayo@gmail.com,,Leloir 261 - CP 8300 - Neuquén (Neuquén),(0299) 4432612/8 / (0299) 155307784 / (0299) 156018454,-38.94227,-68.055058
Consejo Federal de Mayores,MAY – Neuquén – Neuquén,Confederación Patagónica de Entidades de Jubilados  y Pensionados,Neuquén,Neuquén,carlosrecke@yahoo.com.ar,,Las Violetas 1088 - CP 8300 - Neuquén (Neuquén),(0299) 4433478,-38.943902,-68.051999
Consejo Federal de Mayores,MAY – Neuquén – Neuquén,Consejo Provincial de Adultos Mayores,Neuquén,Neuquén,cpamnqn@gmail.com,,Leguizamón 41 - CP 8300 - Neuquén (Neuquén),(0299) 4424282,-38.955468,-68.067813
Consejo Federal de Mayores,MAY – Misiones – Posadas,Consejo Provincial de Adultos Mayores,Misiones,Posadas,subseam1@gmail.com,,Centro Cívico - Edificio 2 - CP 3300 - Posadas (Misiones),(0376) 4802501,-27.358772,-55.904994
Consejo Federal de Mayores,MAY – Mendoza – Mendoza,Consejo Provincial de Adultos Mayores,Mendoza,Mendoza,asaez@mendoza.gov.ar,,Patricias Mendocinas 973 - CP 5500 - Mendoza (Mendoza),(0261) 4295655,-32.891163,-68.843494
Consejo Federal de Mayores,MAY – La Rioja – La Rioja,Consejo Provincial de Adultos Mayores,La Rioja,La Rioja ,daryaredez@hotmail.com / mfmurganti2@hotmail.com,,Av. Ortiz de Ocampo 1700 - CP 5300 - La Rioja (La Rioja)  ,(0380) 4438466,-29.431202,-66.859971
Consejo Federal de Mayores,MAY – La Pampa – Santa Rosa,Dirección de Adultos Mayores,La Pampa,Santa Rosa,direccionadultosmayores@lapampa.gob.ar ,,Garibaldi 276 - CP 6300 - Santa Rosa (La Pampa),(02954) 455385 ,-36.619595,-64.284819
Consejo Federal de Mayores,MAY – Jujuy – San Salvador de Jujuy,Consejo Provincial de Adultos Mayores,Jujuy,San Salvador de Jujuy,paezcintia@hotmail.com,,General Paz 453 - CP 4600 - San Salvador de Jujuy (Jujuy),(0388) 4249590,-24.183985,-65.312705
Consejo Federal de Mayores,MAY – Formosa – Formosa,Consejo Provincial de Adultos Mayores,Formosa,Formosa,diradultosmayores@formosa.gob.ar ,,Av. 9 de Julio 206 - CP 3600 - Formosa (Formosa),(0370) 4411364 ,-26.179027,-58.176702
Consejo Federal de Mayores,MAY –  Entre Ríos – Paraná,Consejo Provincial de Adultos Mayores,Entre Ríos,Paraná,codamentrerios@gmail.com,,Laprida y Córdoba 5° Piso - CP 3100 - Paraná (Entre Ríos),(0343) 4208825,-31.727544,-60.532592
Consejo Federal de Mayores,MAY – Corrientes – Corrientes,Dirección de los Derechos de Niñez y la Familia,Corrientes,Corrientes,divbres@hotmail.com / dbresan@desarrollosocial.corrientes.gov.ar,,Murcia 59 - CP 3400 - Corrientes (Corrientes),(0379) 4484797,-27.456718,-58.786924
Consejo Federal de Mayores,MAY – Córdoba – Córdoba,Consejo Provincial de Adultos Mayores,Córdoba,Córdoba,oriolinelida@hotmail.com,,Av. Vélez Sarfield 2311 - CP 5000 - Córdoba (Córdoba),(0351) 4688544,-31.469726,-64.204077
Consejo Federal de Mayores,MAY – Buenos Aires – Ciudad Autónoma de Buenos Aires,Secretaría de Tercera Edad,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,ssted@buenosaires.gov.ar ,,Av. De Mayo 591 - 2 piso - CP 1084 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4343-3697,-34.608515,-58.374803
Consejo Federal de Mayores,MAY – Buenos Aires – Ciudad Autónoma de Buenos Aires,"Confederación Mesa Federal de Jubilados, Pensionados y Tercera Edad de la República Argentina",Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,rcsub20@yahoo.com.ar,,Av. Cobo 1780 - CP 1406 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4338-3000 (int 4030),-34.643334,-58.440249
Consejo Federal de Mayores,MAY – Buenos Aires – Ciudad Autónoma de Buenos Aires,"Confederación General de Jubilados, Retirados, Pensionados y Adultos Mayores del País",Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,cavalle09@yahoo.com.ar ,,Perú 1738 - CP 1141 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4362-0049,-34.628555,-58.373268
Consejo Federal de Mayores,MAY – Chubut – Rawson,Consejo Provincial de Adultos Mayores,Chubut,Rawson,d.a.mayoreschubut@gmail.com,,Inmigrantes 333 - CP 9103 - Rawson (Chubut),(0280) 4481448,-43.300793,-65.096504
Consejo Federal de Mayores,MAY – Chaco – Resistencia,Consejo Provincial de Adultos Mayores,Chaco,Resistencia,nestor_fantin@yahoo.com.ar,,Av. 25 de Mayo 855 - CP 3500 - Resistencia (Chaco),(0362) 4619445,-27.444275,-58.994086
Consejo Federal de Mayores,MAY – Catamarca – San Fernando del Valle de Catamarca,Consejo Provincial de Adultos Mayores,Catamarca,San Fernando del Valle de Catamarca,oyolasergio123@gmail.com / adultosmayorescat@yahoo.com.ar,,Av. Belgrano 750 - CP 4700 - San Fernando del Valle de Catamarca (Catamarca),(03834) 4437650,-28.460415,-65.776343
Consejo Federal de Mayores,MAY – Buenos Aires – Bahía Blanca,Confederación General de Jubilados y Pensionados de la República Argentina,Buenos Aires,Bahía Blanca,estrellapan@hotmail.com,,Azopardo 802 - CP 8000 - Bahía Blanca (Buenos Aires),(0291) 4888420,-38.723598,-62.246944
Consejo Federal de Mayores,MAY – Buenos Aires – General Pacheco,Confederación Bonaerense de la Tercera Edad,Buenos Aires,General Pacheco,confebo@yahoo.com.ar,,Rivadavia 623 - CP 1617 - General Pacheco (Buenos Aires ),(011) 4740-2768,-34.460441,-58.63045
Consejo Federal de Mayores,MAY – Buenos Aires – La Plata,Dirección Provincial de Tercera Edad,Buenos Aires,La Plata,waszczuka@mds.gba.gov.ar / anaw56@hotmail.com,,Calle 55 N° 570 - CP 1900 - La Plata (Buenos Aires),(0221) 4296728,-34.916721,-57.945809
Instituciones de Microcrédito,IM – Misiones – Posadas,Consorcio de Gestión Local Promoviendo,Misiones,Posadas,cglpromoviendoposadas@gmail.com,,San Martin 506 - CP 3300 - Posadas (Misiones),,-27.365355,-55.899793
Instituciones de Microcrédito,IM – Buenos Aires – Pigüe,Cooperativa de Trabajo Textiles Pigue Ltda.,Buenos Aires,Pigüe,leolitre@hotmail.com,,Ruta Nacional 33 KM 132 - CP 8170 -  Pigüe (Buenos Aires),(02923) 15511480,-37.596138,-62.418522
Instituciones de Microcrédito,IM – Buenos Aires – Mar del Plata,Asociación Estrategia Social del Sur,Buenos Aires,Mar del Plata,estrategiasocialdelsur@gmail.com,,España 1214 - CP 7600 - General Pueyrredón (Buenos Aires),(0223) 4741558,-37.990856,-57.552831
Instituciones de Microcrédito,IM – Buenos Aires – Las Flores,Cooperativa de Trabajo Textil Contex Limitada,Buenos Aires,Las Flores,coopcontex@yahoo.com.ar,,Alem 467 - CP B7200AII - Las Flores (Buenos Aires),(02244) 443871,-36.015834,-59.103632
Instituciones de Microcrédito,IM – Buenos Aires – Malvinas Argentinas,Construyendo el Futuro de Malvinas Argentinas,Buenos Aires,Malvinas Argentinas,mucef_malvarg@hotmail.com,,Mariotte 766 - CP 1613 - Malvinas Argentinas (Buenos Aires) ,(011) 15-6093-4231,-34.482255,-58.701613
Instituciones de Microcrédito,IM – Buenos Aires – San Fernando,Centro Cultural Crecer Juntos,Buenos Aires,San Fernando,diogenes0000@yahoo.com.ar,,Rivadavia 1234 - CP 1000 - San Fernando (Buenos Aires) ,(011) 15-2341-1253 ,-34.43591,-58.56378
Instituciones de Microcrédito,IM – Buenos Aires – Tres de Febrero,Agrupación Bonaerense Mariano Moreno,Buenos Aires,Tres de Febrero,mc@mmoreno.org.ar,,Abdón García 4613 - CP 1702 - Ciudadela (Buenos Aires),(011) 4657-0264,-34.632853,-58.554479
Instituciones de Microcrédito,IM – Buenos Aires – General San Martin,Asociación Civil 7 de Septiembre,Buenos Aires,General San Martín,consejodepoliticassociales@gmail.com,,Lincoln 4113 - CP 1650 - General San Martín (Buenos Aires),(011) 4897-7924,-34.581632,-58.537944
Instituciones de Microcrédito,IM – Buenos Aires – Morón,Consorcio de Gestión Local de Morón,Buenos Aires,Morón,economiasocial@moron.gov.ar,,San Martin 471 - CP1708- Morón (Buenos Aires),(011) 4489-7842,-34.653602,-58.622819
Instituciones de Microcrédito,IM – Buenos Aires – Moreno,Asociación Civil La Mesa,Buenos Aires,Moreno,fercollino@gmail.com,,Montevideo 1482 - CP 1746 - Francisco Alvarez - Moreno (Buenos Aires),(011) 15-3051-2694,-34.635801,-58.849021
Instituciones de Microcrédito,IM – Buenos Aires – Berazategui,Barrios Organizados,Buenos Aires,Berazategui,barriosorganizados@hotmail.com,,Camino Gral. Belgrano 6445 - CP 1885 - Berazategui (Buenos Aires),(011) 15-3953-8561,-34.817653,-58.196809
Instituciones de Microcrédito,IM – Buenos Aires – Berazategui,Asociación Civil Colectivo de a Pie,Buenos Aires,Berazategui,colectivodeapie@gmail.com,,Calle 104 867 - CP 1884 - Berazategui (Buenos Aires),(011) 4275-7017,-34.776312,-58.280756
Instituciones de Microcrédito,IM – Buenos Aires – Temperley,Asociación Civil Mejor es Dar,Buenos Aires,Temperley,mejoresdar@hotmail.com.ar,,30 de septiembre 1650 - CP 1834 - Temperley (Buenos Aires),(011) 2070-7058,-34.777308,-58.370624
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Asociación Civil Avanzar por el Desarrollo Humano,Buenos Aires,Ciudad Autónoma de Buenos Aires,asociacionavanzar@gmail.com,,Av. Lafuente 3114 - CP 1437 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4918-0057,-34.662111,-58.439424
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Parroquia Santo Cristo,Buenos Aires,Ciudad Autónoma de Buenos Aires,paulayadarola@hotmail.com,,Av Fernández de la Cruz 6820 - CP 1439 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4601-0137,-34.689758,-58.477667
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Asociacion Mutual Comunarte,Buenos Aires,Ciudad Autónoma de Buenos Aires,escomunarte@gmail.com,,Castro Barros 236 - CP 1104 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4958-1166,-34.615039,-58.42025
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Coopativa de Trabajo Kbrones Ltda,Buenos Aires,Ciudad Autónoma de Buenos Aires,redtextilcredito@gmail.com,,Av. Australia 2700 - CP 1296- Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 6079-8466,-34.646345,-58.385041
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Asociación Civil Circuito Cultural Barracas,Buenos Aires,Ciudad Autónoma de Buenos Aires,microcreditosbarracas@gmail.com,,Av. Gral. Iriarte 2165 - CP 1291 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4302-6825,-34.648965,-58.377827
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Asociación Civil 9 de Junio,Buenos Aires,Ciudad Autónoma de Buenos Aires,javier.agustin@gmail.com,,Suárez 2570 - CP 1284 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4709-0119,-34.642852,-58.385547
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Cooperativa de Trabajo La Fortaleza Ltda.,Buenos Aires,Ciudad Autónoma de Buenos Aires,cooperativalafortaleza@gmail.com,,Rivadavia 10172- CP 1408 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 15-4199-9763,-34.638605,-58.506975
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Asociación Civil Hamartires de la Cultura,Buenos Aires,Ciudad Autónoma de Buenos Aires,juliansaud@hotmail.com,,Díaz Vélez 4550 - CP 1111 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4982-9728,-34.608776,-58.431044
Instituciones de Microcrédito,IM – Buenos Aires – Ituzaingó,Asociación Mutual Manuel Ugarte,Buenos Aires,Buenos Aires,horaciomosquera@yahoo.com.ar,,Los Pozos 61 - CP 1424 - Ituzaingó (Buenos Aires),(011) 15-4416-0685,-34.661036,-58.668388
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Asociación Civil Matecocido,Buenos Aires,Ciudad Autónoma de Buenos Aires,gestioncnmf@yahoo.com.ar,,Pasaje Antequera 1707 - CP 1137 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 15-6252-9091,-34.628091,-58.389557
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Asociación Civil El Invisible,Buenos Aires,Ciudad Autónoma de Buenos Aires,lawalsh2006@hotmail.com,,Ricardo Gutierrez 2770 - CP 1416 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 15-2306-2179,-34.601164,-58.48773
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Asociación Enlace Social ,Buenos Aires,Ciudad Autónoma de Buenos Aires,microcreditos@enlacesocial.org.ar,,Guatemala 4328 - CP 1416 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 3964-9365,-34.588891,-58.42055
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Cooperativa Gráfica del Pueblo,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires ,lorenasfeir@gmail.com,,Almte. F. Seguí 2030 - CP 1416 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 15-3654-8893 ,-34.678983,-58.45188
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Cooperativa 24 de Noviembre,Buenos Aires,Ciudad Autónoma de Buenos Aires,coop24denoviembre@gmail.com,,Av. Escalada 4551 - CP 1439 - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 5484-5037,-34.678983,-58.45188
Instituciones de Microcrédito,IM – Misiones – Posadas,Asociacion Civil Forjando Lazos,Misiones,Posadas,forjandolazos@yahoo.com.ar,,Bosetti 4430 - CP 3300 - Posadas (Misiones) ,(03764) 475763,-27.376073,-55.920862
Instituciones de Microcrédito,IM – Corrientes – Corrientes,SACRA Corrientes,Corrientes,Corrientes,sindicatodeamasdecasadectes@gmail.com,,Elias Abad 2137 - Corrientes (Corrientes),,-27.48068,-58.849056
Instituciones de Microcrédito,IM – Corrientes – Corrientes,Asociacion Grupo Ilusiones,Corrientes,Corrientes,grupo.ilusiones@hotmail.com,,Madariaga 3020 - CP 3000 - Corrientes (Corrientes),,-27.483532,-58.831356
Instituciones de Microcrédito,IM – Corrientes – Corrientes,Cooperativa de Trabajo Taragüi Ltda,Corrientes,Corrientes,silvinagorretta@hotmail.com,,San Martin 2065 - CP 3400 - Corrientes (Corrientes),,-27.470976,-58.824769
Instituciones de Microcrédito,IM – Corrientes – Corrientes,CGL Corrientes,Corrientes,Corrientes,consorcio.micro.corrientes@gmail.com,,Tucumán 1280 - CP 3400 - Corrientes (Corrientes),,-27.471413,-58.841966
Instituciones de Microcrédito,IM – Corrientes – Corrientes,Centro de estudios San Juan,Corrientes,Corrientes,centroestudiosanjuan@gmail.com,,San Juan 1509 - CP 3400 - Corrientes (Corrientes),,-27.474427,-58.837413
Instituciones de Microcrédito,IM – Corrientes – Corrientes,Agencia de Desarrollo Local,Corrientes,Corrientes,laagencia@gmail.com,,25 de Mayo 1178 - CP 1716 - Corrientes (Corrientes),,-27.464386,-58.835543
Instituciones de Microcrédito,IM – Córdoba – Córdoba,AMUTEDYC,Córdoba,Córdoba,josesalmeron68@gmail.com,,Paraná 61 - CP 5000 - Córdoba (Córdoba),(0351) 158081835,-31.418688,-64.177653
Instituciones de Microcrédito,IM – Córdoba – Córdoba,Red Fondos Cooperativos,Córdoba,Córdoba,pmtissera@yahoo.com.ar,,Ayacucho 153 - CP 5000 - Córdoba (Córdoba),(0351)-15-6116331,-31.416151,-64.190171
Instituciones de Microcrédito,IM – Córdoba – Río Cuarto,Asoc. Civil Educación y Acción Ciudadana,Córdoba,Río Cuarto ,mng_yo@hotmail.com,,Belgrano 17 - CP 1259 - Río Cuarto (Córdoba),(0358)-15-4168024,-33.123345,-64.348143
Instituciones de Microcrédito,IM – Córdoba – Villa Rumipal,Asociación Civil Gustavo Riemann,Córdoba,Villa Rumipal,lapascuala09@gmail.com,,Formosa 676 - CP 5864 - Villa Rumipal (Córdoba),(03546)-15-458470,-32.187382,-64.481461
Instituciones de Microcrédito,IM – Córdoba – Villa Giardino,Biblioteca Leopoldo Lugones,Córdoba,Villa Giardino,banquitovillagiardino@yahoo.com.ar,,Av. San Martín 361 - CP 5176 - Villa Giardino (Córdoba),03548-15-563043,-31.050543,-64.496459
Instituciones de Microcrédito,IM – Cordoba – Mina Clavero,Mesa de gestión Transerrana,Córdoba,Mina Clavero,mutualmesadegestion@gmail.com,,Pasaje Unquillo s/n - CP 5889 - Mina Clavero (Córdoba),(03544) 15-540402,-31.731208,-65.014526
Instituciones de Microcrédito,IM –  Chaco – Colonia Elisa,Asociacion Civil Union de Pequeños Productores de Colonia Elisa,Chaco,Colonia Elisa,unpeproce@yahoo.com.ar,,Rodolfo Pereyra 250 - CP 3515 - Colina Elisa (Chaco),,-26.931762,-59.518151
Monotributo Social,MS – Buenos Aires – General Las Heras,Centro de Inscripción,Buenos Aires,General Las Heras ,monotributosocial.navarro@gmail.com,,José Manuel Estrada 776 - CP B1741AZP - General Las Heras (Buenos Aires),(0220) 4763390,-34.927626,-58.941692
Monotributo Social,MS – Chubut – Puerto Madryn,Centro de Inscripción,Chubut,Puerto Madryn,monotributosocialptomadryn@gmail.com,,Hipólito Yrigoyen 567 - CP U9120JKF - Puerto Madryn (Chubut),,-42.767976,-65.041348
Monotributo Social,MS – Córdoba – Villa Dolores,Centro Integrador Comunitario,Córdoba,Villa Dolores,mstraslasierra@hotmail.com,,Comodoro Marambio y Cerrito - CP 5870 - Villa Dolores (Córdoba),,-31.94523,-65.157205
Centros de Atención Local,CAL – Buenos Aires – San Antonio de Padua,Centro de Atención Local,Buenos Aires,San Antonio de Padua,,,Quintana Nº 1864 - CP 1718 - San Antonio de Padua (Buenos Aires),(0220) 4867380,-34.687127,-58.712697
Centros de Atención Local,CAL – Santa Cruz – El Calafate,Centro de Atención Local,Santa Cruz,El Calafate,,,Av. Sonia Simunovic Nº 91 - CP Z9405HVA - El Calafate (Santa Cruz),,-50.352719,-72.259357
Centros de Atención Local,CAL – Buenos Aires – 9 de Julio,Centro de Atención Local,Buenos Aires,9 de Julio,,,Robbio Nº 380 - CP B6500EWH - 9 de Julio (Buenos Aires),(02317) 422387,-35.45116,-60.881776
Centros de Atención Local,CAL – Buenos Aires – Pergamino,Centro de Atención Local,Buenos Aires,Pergamino,,,Boulevard Colon 1124 - CP B2700KCY - Pergamino (Buenos Aires),(02477) 420592,-33.896149,-60.582852
Centros de Atención Local,CAL – Buenos Aires – San Pedro,Centro de Atención Local,Buenos Aires,San Pedro,,,Las Heras 590 - CP B2930ILL - San Pedro (Buenos Aires),(03329) 439214,-33.681157,-59.661492
